00:01.2,0.035644531,0.083740234,1.004150391,-1.797709924,-1.01870229,8.329389313,23.87117647
00:01.2,0.075683594,0.095703125,0.999511719,-1.378244275,-1.378244275,9.108396947,23.87117647
00:01.3,0.040283203,0.086425781,1.019042969,-1.438167939,-0.958778626,9.228244275,23.87117647
00:01.3,0.066650391,0.108398438,0.971191406,-1.378244275,-1.198473282,9.408015267,23.96529412
00:01.3,0.032958984,0.09375,1.005615234,-1.258396947,-0.958778626,9.168320611,23.91823529
00:01.3,0.070556641,0.090820313,1.007080078,-1.258396947,-1.438167939,9.467938931,24.01235294
00:01.3,0.055419922,0.094482422,0.99609375,-1.438167939,-0.838931298,9.58778626,23.91823529
00:01.3,0.047363281,0.08984375,0.994384766,-1.558015267,-1.438167939,9.88740458,24.01235294
00:01.3,0.048095703,0.088867188,1.018554688,-1.138549618,-0.958778626,9.827480916,24.01235294
00:01.3,0.060058594,0.089599609,1.001464844,-1.438167939,-1.73778626,10.06717557,23.91823529
00:01.3,0.052001953,0.083740234,1.014160156,-1.138549618,-1.258396947,10.36679389,24.05941176
00:01.3,0.069091797,0.092773438,0.995117188,-1.438167939,-1.73778626,10.00725191,23.96529412
00:01.4,0.043457031,0.086425781,1.028076172,-1.138549618,-1.01870229,10.42671756,24.01235294
00:01.4,0.0703125,0.094238281,1.009521484,-1.378244275,-1.917557252,10.1870229,24.01235294
00:01.4,0.037841797,0.08984375,1.033935547,-1.258396947,-1.258396947,10.48664122,24.01235294
00:01.4,0.056396484,0.092285156,0.983642578,-1.258396947,-2.03740458,10.54656489,24.01235294
00:01.4,0.030517578,0.066162109,1.007324219,-1.198473282,-1.378244275,10.78625954,24.01235294
00:01.4,0.061279297,0.07421875,1.005371094,-1.438167939,-2.03740458,10.84618321,24.01235294
00:01.4,0.044189453,0.108642578,0.995605469,-1.617938931,-2.03740458,10.60648855,24.05941176
00:01.4,0.060791016,0.069580078,1.030761719,-1.558015267,-1.318320611,11.20572519,23.96529412
00:01.4,0.050537109,0.093994141,0.991699219,-1.617938931,-1.917557252,10.84618321,24.01235294
00:01.4,0.078369141,0.077880859,1.037597656,-1.617938931,-1.318320611,11.0259542,24.01235294
00:01.5,0.038574219,0.081787109,0.985351563,-1.558015267,-2.217175573,10.96603053,24.05941176
00:01.5,0.071044922,0.062988281,1.029052734,-1.677862595,-1.318320611,11.44541985,24.05941176
00:01.5,0.0625,0.092285156,0.979492188,-1.498091603,-2.097328244,10.90610687,24.01235294
00:01.5,0.082275391,0.063476563,1.024902344,-1.617938931,-1.677862595,11.6851145,24.10647059
00:01.5,0.041503906,0.084716797,0.996337891,-1.438167939,-2.277099237,11.56526718,24.01235294
00:01.5,0.068847656,0.064208984,1.001708984,-1.617938931,-1.917557252,11.8648855,24.01235294
00:01.5,0.0703125,0.08203125,0.996337891,-1.498091603,-2.456870229,11.50534351,23.96529412
00:01.5,0.092773438,0.069335938,1.029541016,-1.857633588,-2.097328244,11.98473282,24.05941176
00:01.5,0.040283203,0.077880859,1.008056641,-1.558015267,-2.097328244,11.8648855,23.96529412
00:01.6,0.071289063,0.073486328,1.013427734,-1.558015267,-2.157251908,12.10458015,24.05941176
00:01.6,0.090087891,0.062988281,1.007324219,-1.378244275,-2.097328244,11.92480916,24.05941176
00:01.6,0.064697266,0.068115234,1.003173828,-1.558015267,-1.977480916,12.10458015,23.96529412
00:01.6,0.067138672,0.052001953,1.001708984,-1.438167939,-1.857633588,12.04465649,24.05941176
00:01.6,0.083984375,0.062255859,0.997558594,-1.318320611,-1.977480916,12.10458015,24.05941176
00:01.6,0.048828125,0.063964844,1.000488281,-1.677862595,-1.797709924,12.16450382,24.10647059
00:01.6,0.072998047,0.068603516,1.001220703,-1.078625954,-1.498091603,12.10458015,24.01235294
00:01.6,0.066894531,0.061279297,0.995361328,-1.318320611,-1.797709924,12.22442748,24.01235294
00:01.6,0.095703125,0.066894531,1.000244141,-1.258396947,-1.318320611,12.22442748,24.05941176
00:01.6,0.072753906,0.061279297,0.977539063,-1.258396947,-1.677862595,12.16450382,24.05941176
00:01.7,0.078125,0.054443359,1.02734375,-1.258396947,-1.078625954,12.34427481,24.01235294
00:01.7,0.060791016,0.061767578,1.001953125,-1.258396947,-1.318320611,12.46412214,24.05941176
00:01.7,0.079101563,0.051025391,1.020507813,-1.198473282,-1.318320611,12.58396947,24.10647059
00:01.7,0.063964844,0.052246094,1.002197266,-1.318320611,-1.318320611,12.82366412,24.01235294
00:01.7,0.052246094,0.022949219,1.010742188,-1.498091603,-1.498091603,12.40419847,24.05941176
00:01.7,0.085205078,0.045166016,1.017822266,-1.438167939,-1.078625954,12.82366412,24.10647059
00:01.7,0.069091797,0.03515625,1.004150391,-1.438167939,-1.318320611,12.5240458,24.10647059
00:01.7,0.073242188,0.043457031,1.000244141,-1.498091603,-1.318320611,12.70381679,24.15352941
00:01.7,0.073974609,0.028076172,1.003417969,-1.498091603,-1.378244275,12.70381679,24.10647059
00:01.8,0.065917969,0.052246094,1.016845703,-1.438167939,-1.01870229,12.70381679,24.15352941
00:01.8,0.066650391,0.033935547,0.982177734,-1.378244275,-1.677862595,12.64389313,24.05941176
00:01.8,0.073486328,0.040039063,1.007080078,-1.318320611,-1.198473282,12.70381679,24.05941176
00:01.8,0.053466797,0.024169922,0.98046875,-1.318320611,-1.73778626,12.76374046,24.15352941
00:01.8,0.078369141,0.032226563,1.032714844,-1.378244275,-1.138549618,12.82366412,24.15352941
00:01.8,0.050048828,0.032226563,1.026855469,-1.318320611,-1.73778626,12.82366412,24.20058824
00:01.8,0.091796875,0.047851563,1.02734375,-1.138549618,-1.138549618,12.94351145,24.20058824
00:01.8,0.058837891,0.037109375,1.007568359,-1.138549618,-1.498091603,12.88358779,24.10647059
00:01.8,0.085205078,0.035644531,1.027587891,-1.318320611,-1.198473282,12.88358779,24.15352941
00:01.8,0.054931641,0.045166016,1.030029297,-1.01870229,-1.498091603,13.06335878,24.10647059
00:01.9,0.082519531,0.028564453,1.004150391,-1.01870229,-1.198473282,12.94351145,24.05941176
00:01.9,0.051513672,0.049560547,1.014404297,-1.138549618,-1.378244275,12.88358779,24.10647059
00:01.9,0.077148438,0.035400391,0.997558594,-1.198473282,-1.498091603,13.06335878,24.15352941
00:01.9,0.066894531,0.053955078,1.001953125,-1.078625954,-1.378244275,13.06335878,24.15352941
00:01.9,0.047607422,0.044433594,1.004882813,-1.438167939,-1.498091603,13.30305344,24.05941176
00:01.9,0.093261719,0.051025391,1,-1.01870229,-1.01870229,13.12328244,24.15352941
00:01.9,0.053466797,0.016601563,0.988525391,-1.198473282,-1.73778626,13.42290076,24.15352941
00:01.9,0.074951172,0.036376953,1.000488281,-1.198473282,-1.438167939,13.48282443,24.10647059
00:02.0,0.087646484,0.037597656,0.99609375,-1.498091603,-1.138549618,13.66259542,24.05941176
00:02.0,0.054443359,0.043457031,0.995361328,-1.438167939,-1.01870229,13.54274809,24.15352941
00:02.0,0.078369141,0.043945313,0.996826172,-1.258396947,-1.438167939,13.66259542,24.15352941
00:02.0,0.088867188,0.033447266,0.997558594,-1.617938931,-0.958778626,13.72251908,24.20058824
00:02.0,0.052734375,0.041992188,0.992675781,-1.078625954,-1.438167939,13.72251908,24.15352941
00:02.0,0.087158203,0.023925781,0.984375,-1.078625954,-1.258396947,13.78244275,24.15352941
00:02.0,0.032226563,0.036621094,0.984863281,-1.318320611,-1.318320611,13.78244275,24.15352941
00:02.0,0.082519531,0.035888672,1.001708984,-1.258396947,-1.078625954,13.90229008,24.10647059
00:02.0,0.056152344,0.037109375,1.010498047,-1.438167939,-1.198473282,13.78244275,24.20058824
00:02.1,0.081298828,0.040283203,1.022705078,-1.198473282,-1.138549618,13.78244275,24.24764706
00:02.1,0.041748047,0.045654297,1.004882813,-1.258396947,-1.498091603,13.90229008,24.20058824
00:02.1,0.08203125,0.017089844,1.001953125,-1.198473282,-1.078625954,13.72251908,24.20058824
00:02.1,0.051757813,0.030517578,0.999267578,-1.258396947,-1.378244275,13.90229008,24.05941176
00:02.1,0.083496094,0.030761719,1.006103516,-1.078625954,-1.078625954,13.66259542,24.15352941
00:02.1,0.04296875,0.034912109,1.015136719,-1.198473282,-1.258396947,14.08206107,24.20058824
